;ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm ;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO;;;;
;1733;35,84747337;26,65773418;37,49479245;6,304827345;0,277565471;2,95549776;0,861029145;24,34216035;23,1378846;199,5061677;83,61772815;5,800426839;1,055574964;5,900382234;1,858309328;0,176545293;Alta;;;;
;1734;30,70217055;39,01030685;30,2875226;6,925482154;0,155523628;2,052782385;17,97393902;27,61765676;20,04381311;69,12354206;146,8908806;6,618912051;1,019841044;6,800405724;1,743216068;0,762199964;Alta;;;;
;1735;53,57969977;27,72823992;18,69206031;5,565083051;0,264845815;2,733171161;45,63643909;20,80405939;23,85226064;561,2627935;66,01110197;6,301289669;1,116682244;9,863310396;1,832016672;0,810202902;Alta;;;;
;1736;37,50622763;33,90509803;28,58867434;5,66635113;0,280604013;3,15367315;3,482374032;10,95214405;20,62909502;232,3302397;106,6217286;5,370478606;0,862265599;33,13941509;0,878178941;0,683318617;Alta;;;;
;1737;32,9667565;32,99133064;34,04191287;6,058655077;0,147356309;3,27939496;1,771094827;25,35790761;24,16746103;38,58749862;60,15969607;7,261292891;1,334638095;5,647991418;1,368566366;0,647558495;Alta;;;;
;1738;43,27050923;23,88187542;32,84761535;6,306337587;0,22847673;3,195222723;4,871559016;4,931558228;23,96676929;581,9007558;68,52438153;6,637481404;1,2287193;28,60249781;0,581048035;0,698007165;Alta;;;;
;1739;55,81169313;11,33913864;32,84916823;6,267729965;0,35336683;3,018660859;0,604294169;22,70560594;22,04789996;598,943444;92,83499876;7,320760804;1,254858243;17,88852613;0,930125606;0,80529599;Alta;;;;
;1740;54,48418966;17,36179142;28,15401892;5,878445352;0,517546133;3,281037117;2,195787313;20,27089461;7,064149773;219,1385776;96,42840188;5,064914833;1,250914401;18,89675768;1,531035869;0,606946192;Alta;;;;
;1741;41,95673645;34,09546124;23,94780231;5,770045687;0,724034049;2,199487565;3,208198535;23,56809743;10,72481187;509,9685051;61,07262984;6,333732838;1,097736437;20,9093604;0,843334184;0,82096751;Alta;;;;
;1742;47,98897328;32,73671559;19,27431113;6,351622299;0,350122955;1,067590105;1,905904422;21,96207687;3,728450039;319,3168489;110,4202965;7,738821478;1,401469269;3,202118373;1,144833655;0,630327049;Alta;;;;
;1743;38,15342725;34,63963374;27,20693901;6,231797215;0,729749641;2,919211551;3,444150844;26,41039316;31,30423182;140,8327001;66,34092544;21,39316646;1,041447195;5,680599002;1,28303812;0,854859956;Alta;;;;
;1744;49,57520594;28,9705025;21,45429156;6,139782835;0,255267391;2,560526976;1,855916026;22,30930455;16,56886986;399,58809;110,9125734;6,312282069;1,150507672;19,12443531;1,622054843;0,345742408;Alta;;;;
;1745;30,40759906;31,90968951;37,68271143;7,792968502;0,214506342;1,171609142;2,70765904;23,30579679;27,68990128;457,5444118;94,28094589;69,96389127;1,065262264;5,601769217;1,478151846;0,749564334;Alta;;;;
;1746;48,52641146;23,99812916;27,47545938;6,094527875;0,455587898;3,251459242;0,01310916;22,12247004;29,81870328;298,0422075;85,03911422;6,719912582;1,451675482;12,95791105;1,436807617;0,656229285;Alta;;;;
;1747;48,97574731;15,60432279;35,4199299;6,041945873;0,57119083;0,954666817;13,12594943;23,79264161;23,87312682;562,2862188;149,8683094;6,281459447;1,168826721;12,71191612;0,961693181;0,679984795;Alta;;;;
;1748;48,42931684;21,15257522;30,41810793;5,728276392;0,67925942;2,161518898;1,520689467;23,41277305;9,89568682;353,8826159;63,74842915;5,304104855;0,908674265;5,00742258;1,886853618;0,68719796;Alta;;;;
;1749;32,4500113;29,78332184;37,76666686;7,791495904;0,625850736;2,994258281;0,501975255;21,03894982;13,40786552;268,8009169;144,0378731;6,095537907;1,30553566;10,43164535;0,867013649;0,764673348;Alta;;;;
;1750;43,95790545;20,5242;35,51789455;5,541219782;0,266279412;1,241895466;1,23892838;23,85152362;16,75447593;499,1474129;142,7275208;7,01419066;1,40836713;14,6198062;1,979525141;0,422889856;Alta;;;;
;1751;53,76340594;9,103807319;37,13278674;6,45720964;0,319219433;3,381267559;3,627285789;27,14478451;13,42017501;440,2109895;102,9686519;7,887173961;1,126793851;18,49685164;0,232868883;0,576786442;Alta;;;;
;1752;44,75143691;23,66116837;31,58739472;7,687470946;0,158495691;3,415416441;2,368464911;24,94609405;22,10006997;369,454494;1786,65811;7,484081001;1,328731609;8,46211582;0,980832427;0,657897974;Alta;;;;
;1753;48,92896914;30,41754891;20,65348195;5,88558619;0,63874183;2,980745606;3,744685946;25,071081;27,32557479;385,5605289;116,7944449;48,14142207;1,1889197;11,78945696;1,834873356;0,490014917;Alta;;;;
;1754;49,06101958;22,10819148;28,83078895;6,369742865;0,158257628;3,062891949;2,304902038;23,11955085;18,40318333;134,2346574;134,8441638;6,143236532;1,310857699;6,131076071;1,441674318;0,608379754;Alta;;;;
;1755;38,2167844;19,44262983;42,34058577;6,282362567;0,376218588;3,141235989;0,666321329;25,01542586;26,53891412;432,936321;104,9888758;61,78351843;1,033036668;3,638266673;0,965361644;0,591714925;Alta;;;;
;1756;33,08407667;33,70801235;33,20791098;6,021660292;0,385083838;2,748940721;3,588419833;23,58175259;29,9776593;558,8566747;82,61525174;6,413978592;1,001644772;17,60813061;0,914726584;0,655329317;Alta;;;;
;1757;31,89788334;39,39332424;28,70879242;6,184982105;0,533791699;2,49147113;4,237757547;22,12000601;21,15257669;540,4838489;79,41831543;4,664524426;1,298722343;16,57596916;1,226770479;0,661935931;Alta;;;;
;1758;31,26794029;30,89121466;37,84084505;6,270573069;0,164508554;3,085129354;2,595997218;22,45855077;23,19165698;520,7619791;122,563892;4,828266109;1,311527817;5,819630364;1,262344214;0,723805753;Alta;;;;
;1759;41,62778221;21,67424036;36,69797743;5,859091094;0,604559325;3,050347268;2,189879155;22,03610459;13,82630576;198,532613;120,6608287;5,029687365;1,020521614;7,936240443;0,735046704;0,834912077;Alta;;;;
;1760;36,26486931;34,40339973;29,33173096;6,44978986;0,408914451;3,038215054;0,877665676;27,27006015;26,94166496;359,3642114;118,4587845;7,825904076;1,088790499;11,28132552;0,533681938;0,763578067;Alta;;;;
;1761;45,02772623;37,84529096;17,12698281;6,173807016;0,085187837;2,502011318;2,193135295;24,83052276;11,59340592;625,2015336;120,8980722;5,811550102;1,028502927;13,68865777;0,480296436;0,691533581;Alta;;;;
;1762;34,23190623;35,3762351;30,39185867;6,486053428;0,265243466;2,765191381;0,485217365;12,48345962;8,849304224;134,975981;113,8672142;7,035672973;1,334189713;15,79715049;1,081277777;0,681317788;Alta;;;;
;1763;41,08782917;39,47268301;19,43948782;5,98075324;0,55101426;2,271205365;23,02350707;20,37002965;12,72950572;217,7129372;69,46097208;6,0940269;1,281859761;5,609371085;1,005250298;0,850360117;Alta;;;;
;1764;36,85879456;39,9121411;23,22906434;5,914492844;0,016475653;2,466425204;4,149978846;24,7979532;21,0381821;145,8259922;115,9678969;5,947780847;1,146443265;13,85101258;1,163938518;0,643457715;Alta;;;;
;1765;20,46936132;24,76220473;54,76843395;6,256692888;0,497592251;3,220702731;4,774161238;26,47955676;31,27710591;503,4336516;129,2523732;6,151364385;0,929144291;11,40739228;1,495679723;0,259909016;Alta;;;;
;1766;36,94492853;33,70719393;29,34787753;5,970126005;0,534785908;2,662841128;4,648330357;22,698182;18,95935853;456,8805021;136,3292834;6,762179551;1,104098971;5,434843348;0,68717828;0,555602167;Alta;;;;
;1767;35,35603576;26,60744049;38,03652374;6,27721164;0,512813832;2,233892846;3,075848285;21,29172628;30,93708095;171,963338;147,6284161;6,608961937;1,217662633;6,775316312;1,185185259;0,787216739;Alta;;;;
;1768;32,53270101;31,180187;36,287112;7,853762422;0,723778603;3,197717863;14,65499158;25,15857973;14,66097595;105,1390789;143,5763464;4,636899396;1,366272783;9,101964513;1,888843445;0,70091257;Alta;;;;
;1769;24,98391656;36,89079348;38,12528995;6,212636981;0,539630945;1,410515058;3,285137431;23,93706838;26,4176161;609,7697978;68,48260813;4,795761706;1,017044958;16,05976031;1,234389693;0,601372452;Alta;;;;
;1770;49,02662367;24,40463605;26,56874028;6,567837471;0,041638779;3,422030374;1,138844238;20,11788066;22,52074656;404,607275;86,05619935;7,248380202;0,120636306;17,49010417;1,598160897;0,391754402;Alta;;;;
;1771;40,59726953;29,46838283;29,93434764;6,386150485;0,643128092;2,759785335;3,796792858;22,3724329;5,551297889;287,3565957;140,9116018;7,972343658;1,357802133;17,67800561;1,540590561;0,228854089;Alta;;;;
;1772;37,40325168;40,21732057;22,37942775;6,389879079;0,525024689;3,430590346;4,699546326;24,9560799;17,53961742;92,63508476;145,536006;5,483946039;1,27945147;18,67159684;0,955803739;0,222477206;Alta;;;;
;1773;46,43832907;35,60170686;17,95996406;6,225941412;0,116226479;3,331991088;0,408136407;23,22894571;14,75540364;139,7953307;69,54447833;4,875340997;1,27046417;11,0435661;0,804925891;0,634385418;Alta;;;;
;1774;35,19590642;26,30227649;38,50181709;6,081072719;0,719371728;1,885610288;3,976906117;22,3365776;20,74630961;89,16938917;147,8927656;4,97176372;1,047769612;2,978885571;1,97723618;0,831071382;Alta;;;;
;1775;41,72200337;27,12350203;31,1544946;6,443611844;0,174320235;2,954969416;0,35201657;27,38177251;25,33718297;327,9422751;80,11235925;7,990689153;1,189784515;2,767548012;1,421972099;0,456434905;Alta;;;;
;1776;47,77507153;23,33528432;28,88964414;6,073179445;0,546661632;2,120716201;17,42347527;22,37582081;28,83078026;589,4365541;61,59247707;7,610560873;1,047645281;16,94960389;0,233839822;0,731931884;Alta;;;;
;1777;45,78558097;33,27426079;20,94015823;5,720090513;0,377978632;3,335844514;4,373834442;26,94393824;8,335509826;635,0532642;116,1258012;6,234249349;1,282370446;3,871427035;1,843087371;0,647068152;Alta;;;;
;1778;43,33707314;34,38855689;22,27436997;6,25603642;0,326533067;1,114252306;1,635881906;21,15434807;12,60174859;285,5121563;63,61785271;6,547128798;1,234935028;3,224641177;1,359941158;0,668098268;Alta;;;;
;1779;36,73702362;20,70027353;42,56270285;5,728585727;0,594504534;2,211884252;3,409503827;4,582461427;13,76229754;38,25751218;113,3467029;7,420118258;1,238557103;8,800201128;1,043385419;0,713922667;Alta;;;;
;1780;31,98315112;28,62601553;39,39083336;6,390001837;0,119945205;2,927595161;3,461207642;25,61294834;10,62159207;143,9210733;149,6549672;6,265684005;1,259086028;10,23632885;1,327803304;0,834628671;Alta;;;;
;1781;46,51641592;26,60175395;26,88183013;6,487666053;0,276868639;2,963040497;0,623240456;21,69722671;28,74066869;201,7615915;110,2386638;5,617460741;1,198841015;4,195664832;0,525258085;0,70584673;Alta;;;;
;1782;38,7237775;24,78159368;36,49462882;6,24388634;0,263357005;2,111084521;48,25895424;23,98232455;21,44164885;521,3014195;121,7514226;4,775219556;0,707159682;17,96594422;1,282541328;0,731774697;Alta;;;;
;1783;39,64428496;27,27719733;33,07851771;6,369522478;0,349137682;2,934396227;2,688784298;23,93347429;29,54225987;594,1794587;60,0169191;6,15003709;0,711347158;15,1148881;1,633103702;0,786014683;Alta;;;;
;1784;41,01792327;30,81462622;28,16745052;6,310068294;0,418229417;2,001819315;4,05992073;21,49240637;24,91800517;481,237394;103,2668753;6,012500858;1,133485723;7,316769741;1,461660129;0,697259183;Alta;;;;
;1785;36,58708389;33,4264731;29,98644301;6,025126507;0,417055243;0,531562166;4,240164078;22,33438577;17,09904821;358,7037964;133,3704487;6,112587616;1,432186474;7,28273564;0,54193393;0,36259584;Alta;;;;
;1786;32,59048185;29,14137429;38,26814386;5,822062394;0,563555277;2,801222709;31,7439616;23,41967472;26,72285595;274,5454924;70,46919299;6,464984288;1,05918807;12,87418076;1,386489375;0,121832962;Alta;;;;
;1787;41,62912256;23,66865077;34,70222667;5,810593362;0,445702154;3,301118065;3,927803336;19,54315375;18,68687017;338,6873592;111,9579945;7,249010302;1,329953654;16,14773297;1,989229821;0,807053404;Alta;;;;
;1788;46,91774939;21,84294539;31,23930522;6,449464671;0,703355667;2,137327098;3,343606776;22,80469459;17,82303359;573,8267099;112,6881424;7,84517825;1,357817758;10,84840841;0,791959424;0,637656198;Alta;;;;
;1789;34,28474206;30,4681826;35,24707534;6,149578876;0,534725138;2,927004691;1,85674516;27,16891325;10,4429028;308,6312012;1622,927922;6,444473558;1,054729681;8,319250758;1,368391529;0,194599705;Alta;;;;
;1790;33,36564498;34,44274653;32,19160849;5,484084165;0,030241682;2,460267315;2,446781696;27,08892891;20,52394124;34,7905821;128,6200266;6,828475262;1,446905176;15,08907622;1,372369951;0,562417501;Alta;;;;
;1791;38,03728523;25,05372486;36,90898991;5,611265656;0,170300302;2,084287549;3,945395962;22,10098584;29,13242507;587,370518;80,94399422;7,958508808;0,807380251;3,463197234;1,4607065;0,186342405;Alta;;;;
;1792;36,40140435;22,95611177;40,64248388;5,07154941;0,033035018;3,500973679;0,909447077;24,76957935;13,16972651;126,5923321;68,76988866;86,26138103;1,390037448;7,673395101;0,898924379;0,507326215;Alta;;;;
;1793;44,96465401;24,66863041;30,36671558;5,756055016;0,5738199;2,820302946;3,443039325;27,27949167;23,1194792;64,73027314;105,009041;7,420844977;1,301461042;25,49964809;1,603181736;0,643691162;Alta;;;;
;1794;37,74615499;28,67351814;33,58032687;5,789468053;1,573278896;1,624217586;1,79669102;25,31584762;8,784630065;504,7972852;87,47867663;7,585779645;1,4471602;16,221475;0,906971502;0,527345493;Alta;;;;
;1795;37,31395757;28,20179503;34,4842474;5,680483661;0,351727596;2,271277174;2,956599139;23,98695173;12,43655515;541,7135444;70,41297959;5,437341217;1,016719336;11,51507946;0,726770542;0,61017742;Alta;;;;
;1796;51,37351254;27,56489238;21,06159508;5,879785431;0,171423644;3,09150917;4,462769016;26,1846476;21,49391248;471,4950379;121,0137328;5,335802993;0,58949365;32,99309126;0,412138269;0,573089179;Alta;;;;
;1797;38,51474514;34,44789331;27,03736155;5,360813572;0,100226727;2,273752627;0,293913835;25,31933275;19,52301056;617,756953;72,72925093;6,670180778;1,055427384;9,139825511;2,045869311;0,654024905;Alta;;;;
;1798;32,22770053;30,0888778;37,68342167;5,555486623;0,694391465;0,531232037;0,860546896;25,03761935;15,7074594;170,4123505;136,9058246;5,545717901;0,277609136;27,75240107;1,798862645;0,183024162;Alta;;;;
;1799;36,08782565;30,31676824;33,59540611;6,083408151;0,617411261;3,111941118;1,78591712;24,4671302;28,9319711;458,9603513;1376,964244;4,758143293;1,354617883;18,77509269;1,458213925;0,249268064;Alta;;;;
;1800;45,60583844;31,16727032;23,22689124;5,65712158;0,390327637;3,468922054;33,83618201;12,22501242;16,67656834;182,2411547;98,7121486;66,77653687;1,323504825;9,297086808;0,865632814;0,715966113;Alta;;;;
;1801;37,60525763;32,120193;30,27454938;6,047622866;0,517797806;2,227829773;8,251833243;1,663904302;17,1733148;549,1560718;105,8908626;5,748234188;1,328051258;13,97350962;0,468462799;0,700972626;Alta;;;;
;1802;39,92429447;33,02585195;27,04985358;6,488645072;0,565035602;2,70600542;3,019939587;25,05573338;31,32876541;533,0079985;126,2489274;5,904777469;1,158576526;11,09081112;1,268255237;0,67524047;Alta;;;;
;1803;45,53691407;33,06173178;21,40135415;6,380307764;0,675934444;2,879538504;0,351286476;24,2462903;27,12673236;239,6081989;92,88207793;7,490054139;1,332212914;18,74671262;1,628278203;0,339600414;Alta;;;;
;1804;41,19939746;23,86209368;34,93850886;6,304850998;0,455550525;1,67839865;3,909662981;25,46116008;26,96095761;615,2237078;62,67712243;6,95941578;1,36657719;16,24505792;0,258860272;0,28660178;Alta;;;;
;1805;55,95329432;22,12136309;21,92534259;5,232780276;0,226435124;2,457311394;2,23111994;27,71068612;22,48104238;281,0470816;83,00740197;5,540402853;1,328203785;19,39019798;1,941566421;0,642127432;Alta;;;;
;1806;40,67225142;21,89910701;37,42864157;6,32458158;0,00342443;2,235504229;1,570648037;26,56717032;28,66357996;383,2500836;135,3817713;66,31235258;1,149596563;28,67607668;0,432200891;0,639829376;Alta;;;;
;1807;45,38784731;31,45102395;23,16112874;5,553030725;0,375909275;2,904444345;4,794591753;21,62308351;19,40453467;386,0481811;925,3309758;7,945237698;1,350207317;5,654209914;1,565808547;0,627978715;Alta;;;;
;1808;30,77001387;30,16998219;39,06000394;5,052006404;5,581777299;2,688291453;4,062216659;20,05204217;16,46974746;430,1681679;853,8136971;5,991220544;1,101065415;5,907437875;1,090735678;0,827253282;Alta;;;;
;1809;30,88951098;34,53303301;34,57745601;6,461683984;0,578498045;3,245811526;1,617078651;21,98405695;26,43443688;380,2225969;121,5216896;5,749901522;0,910774556;12,53388975;1,80092914;0,624537687;Alta;;;;
;1810;40,35726961;21,91575544;37,72697495;6,356615312;0,693224062;3,445014334;3,80783128;26,02661552;4,316748871;393,3756021;138,2755616;7,794817873;1,401284497;19,63648578;0,773219289;0,807433465;Alta;;;;
;1811;37,52189739;29,79773833;32,68036428;6,499974801;0,234888599;2,256862902;3,30168851;21,5627964;22,21029145;191,2198572;79,06030003;4,941677541;1,411750585;18,01753555;0,969695826;0,647959515;Alta;;;;
;1812;48,72507987;28,7997605;22,47515963;5,084919914;0,66546515;2,301377288;0,838879352;24,50157449;15,1909872;549,8529796;89,7478708;6,257220129;1,445138041;14,47254724;0,759522618;0,666094372;Alta;;;;
;1813;38,93388814;22,29959951;38,76651235;6,171282969;0,671427981;2,007649803;0,218772777;12,94725403;10,98798261;557,2892907;749,7617581;6,631982838;1,033552819;17,42363601;1,312043652;0,74574777;Alta;;;;
;1814;45,63696859;25,53315326;28,82987815;7,630054275;0,154826046;2,891996544;26,76666707;17,43133621;19,52282942;336,7012451;80,5783488;4,970561174;1,017728152;15,42717025;1,551720068;0,710958133;Alta;;;;
;1815;32,96064182;30,88623334;36,15312484;6,072861707;0,267112979;2,578598054;13,28918569;13,34081325;14,1688578;411,2959373;114,6915973;6,105560241;1,033976533;12,83950128;2,772600248;0,803039495;Alta;;;;
;1816;46,32339346;20,47412747;33,20247907;5,700911421;0,625501347;2,389782219;44,35897663;24,82461807;9,979119511;197,1856304;147,6954006;5,980941544;1,279654339;17,9247848;1,541010466;0,296419083;Alta;;;;
;1817;44,46485069;28,7991481;26,73600121;6,254519183;0,628409695;2,541171647;2,029417343;22,73713389;2,862760356;94,38987167;1634,691489;5,566444013;1,302881045;10,01065317;0,912562453;0,789154331;Alta;;;;
;1818;48,43974012;30,95968973;20,60057014;6,483482257;0,623363132;2,998553369;3,660582758;27,59910775;24,89788637;235,6868671;138,8275425;5,156442791;1,046519427;15,62621327;1,288710346;0,561945356;Alta;;;;
;1819;30,2886596;31,38622118;38,32511921;6,262305835;0,231111181;2,454326966;4,874399495;26,59252809;4,961284697;590,3656802;93,75999752;5,507111708;1,364207659;19,07195221;1,251102198;0,40705932;Alta;;;;
;1820;32,43556869;42,10662397;25,45780734;5,610914117;0,256398896;2,62242523;4,339449412;23,30063496;1,13740461;224,7064678;143,7826741;5,711542566;1,07994057;7,364437869;1,688289578;0,486008136;Alta;;;;
;1821;40,14416253;23,21957768;36,63625979;6,076743479;0,329415542;2,706174594;1,07679939;7,937593408;28,81381708;36,14066857;110,6286704;7,011568144;1,029653718;14,16753758;1,227871654;0,841124607;Alta;;;;
;1822;37,09548784;34,72474073;28,17977143;7,352527259;0,154342593;3,048292518;3,530401508;25,59393119;18,9519029;97,352807;76,47754369;7,188349019;1,038771929;18,42128181;0,335771145;0,644865871;Alta;;;;
;1823;31,61745221;33,50413392;34,87841388;6,068243473;0,457025566;2,653616493;4,755069216;21,0943954;26,86726148;38,19459483;92,02396301;6,992328032;1,323905195;15,58387149;1,450756018;0,222090213;Alta;;;;
